Source,Text,Class
kubernetes,cat /etc/systemd/system/kubelet.service.d/10-kubeadm.conf|grep -i cgroup Environment=KUBELET_CGROUP_ARGS=--cgroup-driver=systemd,CODE
kubernetes,"@vina opentracing does some amazing things, and I recommend it as well, but you might also look at some of the pieces like weave (presuming that it's an option for your networking) and their monitoring, or Istio and what it can do to provide inter-Pod communications details",NL
kubernetes,"Notice that the main difference is that, for some reason, with v1.8 it fails to contact the ec2 api. I'm puzzled. These are the flags i'm using to run kubelet",NL
kubernetes,yeah 2nd optionit needs to be installed as a php extension,NL
kubernetes,etc/systemd/... is the one that overrides the usr/lib one,NL
kubernetes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077539 1194 aws.go:806] Building AWS cloudprovider,LOG
kubernetes,Hi @amulholland,NL
kubernetes,"@liggitt Thinking, that seems reasonable. It's different from what I was approaching but makes more sense. Thank you!",NL
kubernetes,- context:,CODE
kubernetes,ERROR: logging before flag.Parse: I1026 21:33:17.409967 1 server.go:45] Starting server (options {DnsMasqPort:53 DnsMasqAddr:127.0.0.1 DnsMasqPollIntervalMs:5000 Probes:[{Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1} {Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}] PrometheusAddr:0.0.0.0 PrometheusPort:10054 PrometheusPath:/metrics PrometheusNamespace:kubedns}),LOG
kubernetes,"@mdavidsen it worked, I could exec -ti it. I then quit it and well here it is in limbo. It's in the /api/v1/pods output if the api",NL_CODE
kubernetes,Have anyone idea why I do have connection refused on new pods created by a deployment?,NL
kubernetes,@U7LULHTJL Look at helm and ask in that room too.,NL
kubernetes,backend:,CODE
kubernetes,@masteinhauser can chat here or in sig-auth,NL
kubernetes,"8086 should be the prometheus port, i did not use that so far...",NL
kubernetes,I don't have an example but you would need to install kubectl CLI it on your container before launching it in a pod and then probably have a secret that contains your config file and have it mounted to that pod upon creation. @mdornfe1,NL
kubernetes,"Ok, let me fix this first then",NL
kubernetes,k i created service as a nodeport it is working for now is it good approach ?,NL
kubernetes,but! I now realize that I was looking at docs for the nginxinc one and didn't even realize they were 2 different things. so thank you!,NL
kubernetes,# restartPolicy: OnSuccess,CODE
kubernetes,HTTP/1.1 200 0.97 secs: 54722 bytes ==> GET /,CODE
kubernetes,"[{ op: add, path: /spec/rules/{{ index }} }]",CODE
kubernetes,"if all it has crud on is namespace and rolebinding objects, then it would only be allowed to bind to clusterroles with those limited permissions",NL
kubernetes,insecure-skip-tls-verify: true,CODE
kubernetes,"@U7L73A2RE sorry, missed the question. no, the actual content of the role/clusterrole being bound is inspected as part of creating the binding",NL
kubernetes,or while true,NL
kubernetes,#NAME?,CODE
kubernetes,"is there a way to force kubectl to run commands through a VPN? I'm trying to lock down access to just intra-VPC connections, and I can now ssh from within the VPN, but kubectl times out",NL
kubernetes,"you should have the Job exit cleanly, then a new one will spawn to replace it",NL
kubernetes,@mikej Thanks. Apparently the pod is already authenticated to access the api. I tried kubectl get pods and it worked just fine.,NL
kubernetes,@pep isn't it the namespace? like kubectl get svc --all-namespaces,NL
kubernetes,"Flannel in host-gw mode is probably the easiest then, since it will add route table entries to each host. You may need to also whitelist your pod IP range in your firewall for it to work.",NL
kubernetes,the goals to delete those deployments first so the disks detach and are able to move to the new cluster when the new pods spin up,NL
kubernetes,"Oh, try lining up the - with the a in accessModes",NL
kubernetes,"@U7L73A2RE FYI, I just checked the docs on what you stated and it sounds like that shouldn't be allowed, but it definitely seems like it could be based around the ClusterRole scope versus a RoleBinding scope: https://kubernetes.io/docs/admin/authorization/rbac/#privilege-escalation-prevention-and-bootstrapping > A user can only create/update a role if they already have all the permissions contained in the role, *at the same scope as the role* (cluster-wide for a ClusterRole, within the same namespace or cluster-wide for a Role)",NL_CODE
kubernetes,I'm using your exact manifest (I just changed the namespace to default),NL
kubernetes,"Morning all, can anyone chime in with options for deploying k8s on bare metal/vms? I've a cluster of a few nodes which I've been playing around with which I deployed with Kubespray, but I'm wondering what people's thoughts are regarding using Kubespray for a production cluster",NL
kubernetes,"Weird, it worked on my cluster",NL
kubernetes,"sure, after I get to work",NL
kubernetes,[root@kuber-poc-app1 ~]# cat /etc/systemd/system/kubelet.service.d/10-kubeadm.conf|grep -i cgroup Environment=KUBELET_CGROUP_ARGS=--cgroup-driver=system,CODE
kubernetes,"hey guys, is there a way to rebalance pods across nodes except deleting the deployments?",NL
kubernetes,@jeffhub didn't work on my computer either,NL
kubernetes,no logs,NL
kubernetes,#NAME?,CODE
kubernetes,"Hi Guys while starting kubeadm cluster getting error Kubernetes version: v1.8.2 Running with swap on is not supported. Please disable swap or set kubelet's --fail-swap-on flag to false. error: failed to run Kubelet: Running with swap on is not supported, please disable swap! or set --fail-swap-on flag to false. /proc/swaps contained: [Filename Type Size Used Priority /dev/dm-0 partition 1953788 0 -1] I see some blogs to Disable Adding KUBELET_FLAGS=${KUBELET_FLAGS:---fail-swap-on=false} to hack/local-up-cluster.sh But I dont see this script anywhere in my system Please advise",NL_CODE
kubernetes,volume id?,NL
kubernetes,Only to expose my kubernetes network to external world,NL
kubernetes,You might have to mount module paths,NL
kubernetes,ya. that's seems to be an option,NL
kubernetes,CI/CD isn't cutting it because that only triggers on code change in git for base image.,NL
kubernetes,8h 8m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 8; reason: cpu resource utilization (percentage of request) above target,LOG
kubernetes,localuser == user limited to a namespace?,NL
kubernetes,thats the thing,NL
kubernetes,Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}] PrometheusAddr:0.0.0.0 PrometheusPort:10054 PrometheusPath:/metrics PrometheusNamespace:kubedns}),CODE
kubernetes,and its maybe 10 folks right now including designers,NL
kubernetes,apiVersion: v1,CODE
kubernetes,Type: ConfigMap (a volume populated by a ConfigMap),CODE
kubernetes,"Ok, good luck",NL
kubernetes,name: ingress-with-session-persistence,CODE
kubernetes,@mario https://github.com/cloudnativelabs/kube-shell (making use of kubeconfig with contexts is the key thing though).,NL_CODE
kubernetes,"Hi, I have created a pod and exposed with a service. $kubectl get svc NAME CLUSTER-IP EXTERNAL-IP PORT(S) AGE kubernetes 10.10.10.1 <none> 443/TCP 28d pmaster 10.10.10.222 <none> 5432/TCP 24m pmaster service name or service-cluster-ip (10.10.10.222) is not reachable within the pod. Even $Curl -L pmaster is not working. How to make this service-cluster-ip (10.10.10.222) reachable ?. Please help !!",NL_CODE
kubernetes,sure carldanley,NL
kubernetes,"take the other cluster out of the picture for now. can you curl, from your computer, <external_ip>:3000?",NL
kubernetes,Does anyone know an example showing how to authenticate kubectl to access the api from inside a pod,NL
kubernetes,faas-netesd-85895cbddc-qschn 1/1 Running 0 45m,CODE
kubernetes,"I can't speak for when kubeadm would be out of beta. We are currently using it. It makes a base install pretty easy. However, we use the kubeadm config file and that is in alpha. But it is the only way we found to properly set up our configuration",NL
kubernetes,Your pods should obtain IPs from a different CIDR and that's not happening,NL
kubernetes,--pod-manifest-path=/etc/kubernetes/manifests \\\,CODE
kubernetes,never heard of pdisks... i'll google it,NL
kubernetes,we've had issues in the past where daemon.log on the nodes was getting huge and not rotated fast enough,NL
kubernetes,"the service itself expects websocket connections on /ws, but I've tried everything I can think of to tell k8s Ingress to just pass that through and to have the websocket annotation on that service. A more complete end-to-end example would be really helpful I think.",NL
kubernetes,"Hi! We have an issue that a container stops responding on network (mostly http) requests with a connection reset by peer, shown on traefik logs. If I try that request inside container it works perfect, but not from another container or from any node. I've reviewed base node image with up-to-date network/provider drivers (aws with ixgbevf and ena), updated cluster (up to 1.7.5, same stable version from kops) and traefik up-to-date (as loadb level7). The metrics shows a flat chart on cpu and mem while they do not respond. Killing the unresponsive pod obviously makes it work again. Usually it responds again after some minutes. It seems to happens to most of hpa or frontend containers. Any thoughts? Thanks.",NL
kubernetes,I seem to be having trouble getting my route53 domain configuration to update after using kops to create a new cluster. Due to this I get timeout issues; my version is 1.7.0.. it does update two of the 4 dns records correctly but the api and api.internal are forgotten it seems.,NL
kubernetes,"oh, no, I was already using this. via helm install stable/nginx-ingress",NL
kubernetes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077658 1194 aws.go:769] Zone not specified in configuration file,LOG
kubernetes,"also, what is the significance of apiVersion?",NL
kubernetes,ingress.kubernetes.io/session-cookie-hash: sha1,CODE
kubernetes,"sweet, two good approaches, cheers",NL
kubernetes,"yeah, I might as well use upstream's :x",NL
kubernetes,@hubt i fully understood what you said about dividing up a cluster into namespaces .. I'm still unsure when I have to pass a --context flag and what value it should be,NL
kubernetes,You could try adding Host header to your logs to debug,NL
kubernetes,welcome,NL
kubernetes,"Right. kops defaulted at one point to putting the Service IPs in 100.64.0.0/16, which is in the reserved range for carrier-grade NAT, which will almost certainly not be routable in your network.",NL
kubernetes,with master IP ?,NL
kubernetes,Oh - are you using the nginx Inc. ingress controller?,NL
kubernetes,one problem fixed. come another haha,NL
kubernetes,more or less.,NL
kubernetes,name: fluentd,CODE
kubernetes,yeah default overlay (running this off openshift).,NL
kubernetes,I have one node at 99% with new one almost idle,NL
kubernetes,okie,NL
kubernetes,hello is posible upgrade kubernetes cluster 1.5 baremetal to 1.6?,NL
kubernetes,No idea how/why?,NL
kubernetes,@high_on_bananas I'm currently going through https://github.com/cytechmobile/Kubernetes-HA-BareMetal - possible it is what you're looking for.,NL_CODE
kubernetes,"Guys, I need some recommendations on how to get HA in multiple AZ.... I am about to choose Federation, but I need someone with more experience on this...",NL
kubernetes,so maybe bash,NL
kubernetes,Running,NL
kubernetes,que?(That's one DC),NL
kubernetes,yes.. or try sh without /bin/..,NL
kubernetes,huh,NL
kubernetes,"@U7N5BGXTQ What version are you shooting for with your initial setup? If do 1.5 you can use the default centos repos and then go from there. Beyond that, we have been using the kubeadm method.",NL
